symbol,option_symbol,entry_time,exit_time,duration_minutes,option_type,strike,lots,units,entry_premium,exit_premium,highest_premium,exit_reason,gross_pnl,taxes_and_brokerage,net_pnl,return_pct,capital_after
FINNIFTY,FINNIFTY 26500 CE,2026-04-27T09:45:00,2026-04-27T09:50:00,5.0,CE,26500,1,60,167.21,190.94,218.42,TARGET_HIT,1423.8,74.65,1349.15,0.1419,81135.38
FINNIFTY,FINNIFTY 26600 CE,2026-04-27T09:55:00,2026-04-27T10:25:00,30.0,CE,26600,1,60,186.09,212.5,251.09,TARGET_HIT,1584.6,77.75,1506.85,0.1419,82642.23
FINNIFTY,FINNIFTY 26650 CE,2026-04-27T10:30:00,2026-04-27T11:00:00,30.0,CE,26650,1,60,187.51,197.37,214.62,STOP_LOSS_HIT,591.6,76.12,515.48,0.0526,83157.71
FINNIFTY,FINNIFTY 26750 CE,2026-04-27T11:05:00,2026-04-27T11:10:00,5.0,CE,26750,1,60,185.03,169.04,185.03,STOP_LOSS_HIT,-959.4,72.9,-1032.3,-0.0864,82125.41
FINNIFTY,FINNIFTY 26350 PE,2026-04-27T12:50:00,2026-04-27T13:00:00,10.0,PE,26350,1,60,148.04,169.06,209.3,TARGET_HIT,1261.2,71.51,1189.69,0.142,83315.1
FINNIFTY,FINNIFTY 26250 PE,2026-04-27T13:05:00,2026-04-27T13:30:00,25.0,PE,26250,1,60,156.23,142.72,158.67,STOP_LOSS_HIT,-810.6,68.89,-879.49,-0.0865,82435.61
FINNIFTY,FINNIFTY 26200 PE,2026-04-27T13:35:00,2026-04-27T13:45:00,10.0,PE,26200,1,60,152.04,160.03,171.31,STOP_LOSS_HIT,479.4,70.66,408.74,0.0526,82844.35
FINNIFTY,FINNIFTY 26250 PE,2026-04-27T13:50:00,2026-04-27T13:55:00,5.0,PE,26250,1,60,150.66,137.64,150.66,STOP_LOSS_HIT,-781.2,68.13,-849.33,-0.0864,81995.02
FINNIFTY,FINNIFTY 26750 CE,2026-04-28T09:20:00,2026-04-28T09:25:00,5.0,CE,26750,1,60,168.45,153.89,168.45,STOP_LOSS_HIT,-873.6,70.59,-944.19,-0.0864,81050.83
FINNIFTY,FINNIFTY 26650 CE,2026-04-28T09:30:00,2026-04-28T09:35:00,5.0,CE,26650,1,60,177.3,161.98,177.3,STOP_LOSS_HIT,-919.2,71.82,-991.02,-0.0864,80059.81
FINNIFTY,FINNIFTY 26700 CE,2026-04-28T09:40:00,2026-04-28T09:45:00,5.0,CE,26700,1,60,180.6,164.99,180.6,STOP_LOSS_HIT,-936.6,72.28,-1008.88,-0.0864,79050.93
FINNIFTY,FINNIFTY 26600 CE,2026-04-28T09:50:00,2026-04-28T09:55:00,5.0,CE,26600,1,60,183.73,167.85,183.73,STOP_LOSS_HIT,-952.8,72.71,-1025.51,-0.0864,78025.42
FINNIFTY,FINNIFTY 26650 CE,2026-04-28T10:00:00,2026-04-28T10:05:00,5.0,CE,26650,1,60,165.95,189.5,213.56,TARGET_HIT,1413.0,74.44,1338.56,0.1419,79363.98
FINNIFTY,FINNIFTY 26800 CE,2026-04-28T10:10:00,2026-04-28T10:20:00,10.0,CE,26800,1,60,186.2,212.63,225.35,TARGET_HIT,1585.8,77.77,1508.03,0.1419,80872.01
FINNIFTY,FINNIFTY 26850 CE,2026-04-28T10:25:00,2026-04-28T10:30:00,5.0,CE,26850,1,60,184.07,210.2,316.19,TARGET_HIT,1567.8,77.42,1490.38,0.142,82362.39
FINNIFTY,FINNIFTY 27000 CE,2026-04-28T10:35:00,2026-04-28T10:40:00,5.0,CE,27000,1,60,190.51,174.04,190.51,STOP_LOSS_HIT,-988.2,73.65,-1061.85,-0.0865,81300.54
FINNIFTY,FINNIFTY 26950 CE,2026-04-28T10:45:00,2026-04-28T10:50:00,5.0,CE,26950,1,60,190.87,174.37,190.87,STOP_LOSS_HIT,-990.0,73.71,-1063.71,-0.0864,80236.83
FINNIFTY,FINNIFTY 26950 CE,2026-04-28T10:55:00,2026-04-28T11:15:00,20.0,CE,26950,1,60,179.65,205.15,213.57,TARGET_HIT,1530.0,76.69,1453.31,0.1419,81690.14
FINNIFTY,FINNIFTY 27150 CE,2026-04-28T11:25:00,2026-04-28T11:35:00,10.0,CE,27150,1,60,171.32,156.51,176.95,STOP_LOSS_HIT,-888.6,70.99,-959.59,-0.0864,80730.55
FINNIFTY,FINNIFTY 27200 CE,2026-04-28T14:35:00,2026-04-28T14:50:00,15.0,CE,27200,1,60,183.65,167.78,183.65,STOP_LOSS_HIT,-952.2,72.7,-1024.9,-0.0864,79705.65
FINNIFTY,FINNIFTY 27200 CE,2026-04-28T15:20:00,2026-04-28T15:25:00,5.0,CE,27200,1,60,190.29,173.84,190.29,STOP_LOSS_HIT,-987.0,73.62,-1060.62,-0.0864,78645.03
FINNIFTY,FINNIFTY 26850 PE,2026-04-29T09:25:00,2026-04-29T09:30:00,5.0,PE,26850,1,60,151.69,138.57,151.69,STOP_LOSS_HIT,-787.2,68.26,-855.46,-0.0865,77789.57
FINNIFTY,FINNIFTY 26950 PE,2026-04-29T09:35:00,2026-04-29T09:45:00,10.0,PE,26950,1,60,167.83,191.65,194.14,TARGET_HIT,1429.2,74.74,1354.46,0.1419,79144.03
FINNIFTY,FINNIFTY 26850 PE,2026-04-29T09:50:00,2026-04-29T09:55:00,5.0,PE,26850,1,60,148.56,169.64,175.85,TARGET_HIT,1264.8,71.59,1193.21,0.1419,80337.24
FINNIFTY,FINNIFTY 26850 PE,2026-04-29T10:00:00,2026-04-29T10:10:00,10.0,PE,26850,1,60,167.66,153.17,167.66,STOP_LOSS_HIT,-869.4,70.48,-939.88,-0.0864,79397.36
FINNIFTY,FINNIFTY 26750 PE,2026-04-29T10:35:00,2026-04-29T11:00:00,25.0,PE,26750,1,60,173.11,158.15,184.59,STOP_LOSS_HIT,-897.6,71.24,-968.84,-0.0864,78428.52
FINNIFTY,FINNIFTY 26550 PE,2026-04-29T12:45:00,2026-04-29T13:05:00,20.0,PE,26550,1,60,151.75,173.29,184.15,TARGET_HIT,1292.4,72.12,1220.28,0.1419,79648.8
FINNIFTY,FINNIFTY 26550 PE,2026-04-29T13:10:00,2026-04-29T13:20:00,10.0,PE,26550,1,60,156.17,178.34,202.2,TARGET_HIT,1330.2,72.85,1257.35,0.142,80906.15
FINNIFTY,FINNIFTY 26450 PE,2026-04-29T13:25:00,2026-04-29T13:30:00,5.0,PE,26450,1,60,159.5,182.14,216.86,TARGET_HIT,1358.4,73.39,1285.01,0.1419,82191.16
FINNIFTY,FINNIFTY 26400 PE,2026-04-29T13:35:00,2026-04-29T13:45:00,10.0,PE,26400,1,60,171.28,156.48,171.28,STOP_LOSS_HIT,-888.0,70.99,-958.99,-0.0864,81232.17
FINNIFTY,FINNIFTY 26450 PE,2026-04-29T13:50:00,2026-04-29T14:00:00,10.0,PE,26450,1,60,156.3,178.49,179.92,TARGET_HIT,1331.4,72.86,1258.54,0.142,82490.71
FINNIFTY,FINNIFTY 26350 PE,2026-04-29T14:10:00,2026-04-29T14:20:00,10.0,PE,26350,1,60,170.28,170.78,183.93,STOP_LOSS_HIT,30.0,72.53,-42.53,0.0029,82448.18
FINNIFTY,FINNIFTY 26100 PE,2026-04-29T14:55:00,2026-04-29T15:00:00,5.0,PE,26100,1,60,151.18,172.64,179.76,TARGET_HIT,1287.6,72.02,1215.58,0.1419,83663.76
FINNIFTY,FINNIFTY 26050 PE,2026-04-29T15:05:00,2026-04-29T15:10:00,5.0,PE,26050,1,60,162.09,148.08,162.09,STOP_LOSS_HIT,-840.6,69.72,-910.32,-0.0864,82753.44
FINNIFTY,FINNIFTY 26200 PE,2026-04-29T15:15:00,2026-04-29T15:25:00,10.0,PE,26200,1,60,145.11,132.57,145.11,STOP_LOSS_HIT,-752.4,67.35,-819.75,-0.0864,81933.69
FINNIFTY,FINNIFTY 26200 PE,2026-04-30T10:30:00,2026-04-30T10:35:00,5.0,PE,26200,1,60,157.75,144.11,157.75,STOP_LOSS_HIT,-818.4,69.11,-887.51,-0.0865,81046.18
FINNIFTY,FINNIFTY 26250 PE,2026-04-30T10:40:00,2026-04-30T10:45:00,5.0,PE,26250,1,60,165.54,151.23,165.54,STOP_LOSS_HIT,-858.6,70.19,-928.79,-0.0864,80117.39
FINNIFTY,FINNIFTY 26350 CE,2026-04-30T12:25:00,2026-04-30T12:30:00,5.0,CE,26350,1,60,170.99,195.26,237.59,TARGET_HIT,1456.2,75.27,1380.93,0.1419,81498.32
FINNIFTY,FINNIFTY 26450 CE,2026-04-30T12:35:00,2026-04-30T12:40:00,5.0,CE,26450,1,60,162.46,148.41,162.46,STOP_LOSS_HIT,-843.0,69.76,-912.76,-0.0865,80585.56
FINNIFTY,FINNIFTY 26400 CE,2026-04-30T12:45:00,2026-04-30T12:55:00,10.0,CE,26400,1,60,165.13,150.86,167.57,STOP_LOSS_HIT,-856.2,70.13,-926.33,-0.0864,79659.23
FINNIFTY,FINNIFTY 26650 CE,2026-05-01T09:50:00,2026-05-01T09:55:00,5.0,CE,26650,1,60,170.23,194.39,202.8,TARGET_HIT,1449.6,75.15,1374.45,0.1419,81033.68
FINNIFTY,FINNIFTY 26650 CE,2026-05-01T10:00:00,2026-05-01T10:10:00,10.0,CE,26650,1,60,174.49,159.41,174.49,STOP_LOSS_HIT,-904.8,71.44,-976.24,-0.0864,80057.44
FINNIFTY,FINNIFTY 26650 CE,2026-05-01T10:20:00,2026-05-01T10:25:00,5.0,CE,26650,1,60,184.42,210.6,216.19,TARGET_HIT,1570.8,77.47,1493.33,0.142,81550.77
FINNIFTY,FINNIFTY 26700 CE,2026-05-01T10:30:00,2026-05-01T10:35:00,5.0,CE,26700,1,60,172.35,196.81,226.45,TARGET_HIT,1467.6,75.5,1392.1,0.1419,82942.87
FINNIFTY,FINNIFTY 26750 CE,2026-05-01T10:40:00,2026-05-01T10:50:00,10.0,CE,26750,1,60,163.19,171.77,184.11,STOP_LOSS_HIT,514.8,72.37,442.43,0.0526,83385.3
FINNIFTY,FINNIFTY 26550 PE,2026-05-01T12:40:00,2026-05-01T12:45:00,5.0,PE,26550,1,60,162.7,148.63,162.7,STOP_LOSS_HIT,-844.2,69.79,-913.99,-0.0865,82471.31
FINNIFTY,FINNIFTY 26600 PE,2026-05-01T12:50:00,2026-05-01T13:05:00,15.0,PE,26600,1,60,160.81,169.27,180.93,STOP_LOSS_HIT,507.6,72.01,435.59,0.0526,82906.9
FINNIFTY,FINNIFTY 26450 PE,2026-05-01T13:10:00,2026-05-01T13:20:00,10.0,PE,26450,1,60,146.92,167.78,191.75,TARGET_HIT,1251.6,71.32,1180.28,0.142,84087.18
FINNIFTY,FINNIFTY 26400 PE,2026-05-01T13:25:00,2026-05-01T13:30:00,5.0,PE,26400,1,60,170.31,155.59,170.31,STOP_LOSS_HIT,-883.2,70.85,-954.05,-0.0864,83133.13
FINNIFTY,FINNIFTY 26450 PE,2026-05-01T13:35:00,2026-05-01T13:50:00,15.0,PE,26450,1,60,171.27,156.47,177.77,STOP_LOSS_HIT,-888.0,70.99,-958.99,-0.0864,82174.14
FINNIFTY,FINNIFTY 26700 CE,2026-05-01T14:35:00,2026-05-01T14:45:00,10.0,CE,26700,1,60,170.91,195.17,232.8,TARGET_HIT,1455.6,75.26,1380.34,0.1419,83554.48
FINNIFTY,FINNIFTY 26850 CE,2026-05-01T14:50:00,2026-05-01T14:55:00,5.0,CE,26850,1,60,186.85,213.38,220.92,TARGET_HIT,1591.8,77.88,1513.92,0.142,85068.4
FINNIFTY,FINNIFTY 26950 CE,2026-05-01T15:00:00,2026-05-01T15:10:00,10.0,CE,26950,1,60,187.32,171.12,187.32,STOP_LOSS_HIT,-972.0,73.21,-1045.21,-0.0865,84023.19
FINNIFTY,FINNIFTY 27000 CE,2026-05-01T15:15:00,2026-05-04T09:15:00,3960.0,CE,27000,1,60,169.37,178.27,191.25,STOP_LOSS_HIT,534.0,73.32,460.68,0.0525,84483.87
FINNIFTY,FINNIFTY 26950 CE,2026-05-04T09:20:00,2026-05-04T09:35:00,15.0,CE,26950,1,60,176.85,186.15,202.84,STOP_LOSS_HIT,558.0,74.48,483.52,0.0526,84967.39
FINNIFTY,FINNIFTY 27000 CE,2026-05-04T12:45:00,2026-05-04T12:50:00,5.0,CE,27000,1,60,177.05,161.75,177.05,STOP_LOSS_HIT,-918.0,71.79,-989.79,-0.0864,83977.6
FINNIFTY,FINNIFTY 27000 CE,2026-05-04T12:55:00,2026-05-04T13:05:00,10.0,CE,27000,1,60,167.32,176.12,188.68,STOP_LOSS_HIT,528.0,73.02,454.98,0.0526,84432.58
FINNIFTY,FINNIFTY 26950 CE,2026-05-04T13:10:00,2026-05-04T13:15:00,5.0,CE,26950,1,60,180.56,164.96,180.56,STOP_LOSS_HIT,-936.0,72.28,-1008.28,-0.0864,83424.3
FINNIFTY,FINNIFTY 26900 PE,2026-05-04T14:10:00,2026-05-04T14:25:00,15.0,PE,26900,1,60,157.43,179.77,200.68,TARGET_HIT,1340.4,73.04,1267.36,0.1419,84691.66
FINNIFTY,FINNIFTY 26750 PE,2026-05-04T14:30:00,2026-05-04T14:35:00,5.0,PE,26750,1,60,152.0,138.86,152.0,STOP_LOSS_HIT,-788.4,68.3,-856.7,-0.0864,83834.96
FINNIFTY,FINNIFTY 26800 PE,2026-05-04T14:40:00,2026-05-04T14:45:00,5.0,PE,26800,1,60,163.27,149.16,163.27,STOP_LOSS_HIT,-846.6,69.88,-916.48,-0.0864,82918.48
FINNIFTY,FINNIFTY 27050 CE,2026-05-05T09:25:00,2026-05-05T09:40:00,15.0,CE,27050,1,60,168.39,192.29,211.0,TARGET_HIT,1434.0,74.84,1359.16,0.1419,84277.64
FINNIFTY,FINNIFTY 27100 CE,2026-05-05T09:45:00,2026-05-05T09:55:00,10.0,CE,27100,1,60,164.29,150.09,176.03,STOP_LOSS_HIT,-852.0,70.03,-922.03,-0.0864,83355.61
FINNIFTY,FINNIFTY 27000 CE,2026-05-05T10:00:00,2026-05-05T10:25:00,25.0,CE,27000,1,60,189.91,216.87,232.37,TARGET_HIT,1617.6,78.38,1539.22,0.142,84894.83
FINNIFTY,FINNIFTY 27100 CE,2026-05-05T10:30:00,2026-05-05T10:35:00,5.0,CE,27100,1,60,176.47,201.52,205.9,TARGET_HIT,1503.0,76.16,1426.84,0.142,86321.67
FINNIFTY,FINNIFTY 27150 CE,2026-05-05T10:40:00,2026-05-05T10:45:00,5.0,CE,27150,1,60,168.78,192.74,202.93,TARGET_HIT,1437.6,74.9,1362.7,0.142,87684.37
FINNIFTY,FINNIFTY 27200 CE,2026-05-05T10:50:00,2026-05-05T10:55:00,5.0,CE,27200,1,60,174.28,159.22,174.28,STOP_LOSS_HIT,-903.6,71.4,-975.0,-0.0864,86709.37
FINNIFTY,FINNIFTY 27200 CE,2026-05-05T11:00:00,2026-05-05T11:05:00,5.0,CE,27200,1,60,168.58,154.0,168.58,STOP_LOSS_HIT,-874.8,70.6,-945.4,-0.0865,85763.97
FINNIFTY,FINNIFTY 27250 CE,2026-05-05T11:10:00,2026-05-05T11:15:00,5.0,CE,27250,1,60,166.98,190.69,200.29,TARGET_HIT,1422.6,74.61,1347.99,0.142,87111.96
FINNIFTY,FINNIFTY 27250 CE,2026-05-05T11:20:00,2026-05-05T11:35:00,15.0,CE,27250,1,60,186.3,212.75,241.81,TARGET_HIT,1587.0,77.79,1509.21,0.142,88621.17
FINNIFTY,FINNIFTY 27350 CE,2026-05-05T11:40:00,2026-05-05T11:45:00,5.0,CE,27350,1,60,181.94,166.21,181.94,STOP_LOSS_HIT,-943.8,72.47,-1016.27,-0.0865,87604.9
FINNIFTY,FINNIFTY 27350 CE,2026-05-05T11:50:00,2026-05-05T11:55:00,5.0,CE,27350,1,60,171.57,156.74,171.57,STOP_LOSS_HIT,-889.8,71.03,-960.83,-0.0864,86644.07
FINNIFTY,FINNIFTY 27250 CE,2026-05-05T14:20:00,2026-05-05T14:25:00,5.0,CE,27250,1,60,191.09,218.21,224.74,TARGET_HIT,1627.2,78.57,1548.63,0.1419,88192.7
FINNIFTY,FINNIFTY 27300 CE,2026-05-05T14:30:00,2026-05-05T14:50:00,20.0,CE,27300,1,60,177.43,202.61,207.77,TARGET_HIT,1510.8,76.34,1434.46,0.1419,89627.16
FINNIFTY,FINNIFTY 27350 CE,2026-05-05T15:15:00,2026-05-05T15:20:00,5.0,CE,27350,1,60,174.47,159.39,174.47,STOP_LOSS_HIT,-904.8,71.43,-976.23,-0.0864,88650.93
FINNIFTY,FINNIFTY 27350 CE,2026-05-05T15:25:00,2026-05-06T09:15:00,1070.0,CE,27350,1,60,167.28,152.82,167.28,STOP_LOSS_HIT,-867.6,70.43,-938.03,-0.0864,87712.9
FINNIFTY,FINNIFTY 27400 CE,2026-05-06T09:20:00,2026-05-06T09:30:00,10.0,CE,27400,1,60,176.22,160.99,181.44,STOP_LOSS_HIT,-913.8,71.67,-985.47,-0.0864,86727.43
FINNIFTY,FINNIFTY 27200 PE,2026-05-06T10:20:00,2026-05-06T10:25:00,5.0,PE,27200,1,60,150.39,137.39,150.39,STOP_LOSS_HIT,-780.0,68.08,-848.08,-0.0864,85879.35
FINNIFTY,FINNIFTY 27250 PE,2026-05-06T10:30:00,2026-05-06T10:35:00,5.0,PE,27250,1,60,152.42,174.05,201.12,TARGET_HIT,1297.8,72.21,1225.59,0.1419,87104.94
FINNIFTY,FINNIFTY 27150 PE,2026-05-06T10:40:00,2026-05-06T10:45:00,5.0,PE,27150,1,60,156.64,143.1,156.64,STOP_LOSS_HIT,-812.4,68.95,-881.35,-0.0864,86223.59
FINNIFTY,FINNIFTY 27250 PE,2026-05-06T10:50:00,2026-05-06T10:55:00,5.0,PE,27250,1,60,163.8,187.05,189.83,TARGET_HIT,1395.0,74.09,1320.91,0.1419,87544.5
FINNIFTY,FINNIFTY 27150 PE,2026-05-06T11:00:00,2026-05-06T11:05:00,5.0,PE,27150,1,60,164.29,187.61,193.43,TARGET_HIT,1399.2,74.17,1325.03,0.1419,88869.53
FINNIFTY,FINNIFTY 27050 PE,2026-05-06T11:10:00,2026-05-06T11:20:00,10.0,PE,27050,1,60,160.45,146.58,162.06,STOP_LOSS_HIT,-832.2,69.48,-901.68,-0.0864,87967.85
FINNIFTY,FINNIFTY 27100 PE,2026-05-06T11:25:00,2026-05-06T11:50:00,25.0,PE,27100,1,60,172.89,157.95,177.39,STOP_LOSS_HIT,-896.4,71.21,-967.61,-0.0864,87000.24
FINNIFTY,FINNIFTY 27000 PE,2026-05-06T12:05:00,2026-05-06T12:25:00,20.0,PE,27000,1,60,162.89,163.37,180.99,STOP_LOSS_HIT,28.8,71.43,-42.63,0.0029,86957.61
FINNIFTY,FINNIFTY 26850 PE,2026-05-06T13:05:00,2026-05-06T13:10:00,5.0,PE,26850,1,60,147.17,134.45,147.17,STOP_LOSS_HIT,-763.2,67.63,-830.83,-0.0864,86126.78
FINNIFTY,FINNIFTY 26850 PE,2026-05-06T13:35:00,2026-05-06T13:45:00,10.0,PE,26850,1,60,153.14,174.88,176.52,TARGET_HIT,1304.4,72.35,1232.05,0.142,87358.83
FINNIFTY,FINNIFTY 26850 PE,2026-05-06T13:50:00,2026-05-06T13:55:00,5.0,PE,26850,1,60,164.34,150.13,164.34,STOP_LOSS_HIT,-852.6,70.03,-922.63,-0.0865,86436.2
FINNIFTY,FINNIFTY 26700 PE,2026-05-06T15:10:00,2026-05-06T15:20:00,10.0,PE,26700,1,60,151.57,173.09,179.38,TARGET_HIT,1291.2,72.08,1219.12,0.142,87655.32
FINNIFTY,FINNIFTY 26700 PE,2026-05-06T15:25:00,2026-05-07T09:15:00,1070.0,PE,26700,1,60,160.78,183.61,373.41,TARGET_HIT,1369.8,73.6,1296.2,0.142,88951.52
FINNIFTY,FINNIFTY 26350 PE,2026-05-07T09:20:00,2026-05-07T09:25:00,5.0,PE,26350,1,60,155.77,177.89,216.34,TARGET_HIT,1327.2,72.77,1254.43,0.142,90205.95
FINNIFTY,FINNIFTY 26250 PE,2026-05-07T09:30:00,2026-05-07T09:40:00,10.0,PE,26250,1,60,148.84,135.97,148.84,STOP_LOSS_HIT,-772.2,67.88,-840.08,-0.0865,89365.87
FINNIFTY,FINNIFTY 26350 PE,2026-05-07T09:45:00,2026-05-07T09:55:00,10.0,PE,26350,1,60,150.78,137.75,150.78,STOP_LOSS_HIT,-781.8,68.14,-849.94,-0.0864,88515.93
FINNIFTY,FINNIFTY 26350 PE,2026-05-07T10:00:00,2026-05-07T10:05:00,5.0,PE,26350,1,60,147.91,168.91,209.96,TARGET_HIT,1260.0,71.49,1188.51,0.142,89704.44
FINNIFTY,FINNIFTY 26250 PE,2026-05-07T10:10:00,2026-05-07T10:20:00,10.0,PE,26250,1,60,156.84,143.28,156.84,STOP_LOSS_HIT,-813.6,68.98,-882.58,-0.0865,88821.86
FINNIFTY,FINNIFTY 26300 PE,2026-05-07T11:55:00,2026-05-07T12:00:00,5.0,PE,26300,1,60,145.53,132.95,145.53,STOP_LOSS_HIT,-754.8,67.41,-822.21,-0.0864,87999.65
FINNIFTY,FINNIFTY 26250 PE,2026-05-07T12:05:00,2026-05-07T12:10:00,5.0,PE,26250,1,60,169.93,194.05,195.52,TARGET_HIT,1447.2,75.1,1372.1,0.1419,89371.75
FINNIFTY,FINNIFTY 26150 PE,2026-05-07T12:15:00,2026-05-07T12:20:00,5.0,PE,26150,1,60,162.49,148.44,162.49,STOP_LOSS_HIT,-843.0,69.76,-912.76,-0.0865,88458.99
FINNIFTY,FINNIFTY 26150 PE,2026-05-07T12:25:00,2026-05-07T12:35:00,10.0,PE,26150,1,60,146.05,146.48,159.45,STOP_LOSS_HIT,25.8,68.93,-43.13,0.0029,88415.86
FINNIFTY,FINNIFTY 26250 PE,2026-05-07T12:40:00,2026-05-07T12:45:00,5.0,PE,26250,1,60,150.73,137.7,150.73,STOP_LOSS_HIT,-781.8,68.14,-849.94,-0.0864,87565.92
FINNIFTY,FINNIFTY 26450 CE,2026-05-07T14:05:00,2026-05-07T14:25:00,20.0,CE,26450,1,60,168.43,192.33,205.83,TARGET_HIT,1434.0,74.84,1359.16,0.1419,88925.08
FINNIFTY,FINNIFTY 26500 CE,2026-05-07T14:30:00,2026-05-07T14:40:00,10.0,CE,26500,1,60,175.49,200.4,206.46,TARGET_HIT,1494.6,76.01,1418.59,0.1419,90343.67
FINNIFTY,FINNIFTY 26550 CE,2026-05-07T14:45:00,2026-05-07T14:50:00,5.0,CE,26550,1,60,165.1,150.83,165.1,STOP_LOSS_HIT,-856.2,70.13,-926.33,-0.0864,89417.34
FINNIFTY,FINNIFTY 26250 PE,2026-05-07T15:25:00,2026-05-08T09:20:00,1075.0,PE,26250,1,60,151.8,138.68,151.8,STOP_LOSS_HIT,-787.2,68.28,-855.48,-0.0864,88561.86
FINNIFTY,FINNIFTY 26200 PE,2026-05-08T09:25:00,2026-05-08T09:45:00,20.0,PE,26200,1,60,154.89,163.03,174.21,STOP_LOSS_HIT,488.4,71.1,417.3,0.0526,88979.16
FINNIFTY,FINNIFTY 26250 PE,2026-05-08T09:50:00,2026-05-08T09:55:00,5.0,PE,26250,1,60,164.97,150.71,164.97,STOP_LOSS_HIT,-855.6,70.12,-925.72,-0.0864,88053.44
FINNIFTY,FINNIFTY 26300 PE,2026-05-08T11:05:00,2026-05-08T11:10:00,5.0,PE,26300,1,60,165.43,188.91,210.43,TARGET_HIT,1408.8,74.37,1334.43,0.1419,89387.87
FINNIFTY,FINNIFTY 26200 PE,2026-05-08T11:15:00,2026-05-08T11:20:00,5.0,PE,26200,1,60,151.28,138.21,151.28,STOP_LOSS_HIT,-784.2,68.21,-852.41,-0.0864,88535.46
FINNIFTY,FINNIFTY 26600 CE,2026-05-08T12:25:00,2026-05-08T12:30:00,5.0,CE,26600,1,60,162.76,148.69,162.76,STOP_LOSS_HIT,-844.2,69.8,-914.0,-0.0864,87621.46
FINNIFTY,FINNIFTY 26550 CE,2026-05-08T12:35:00,2026-05-08T12:40:00,5.0,CE,26550,1,60,164.17,149.98,164.17,STOP_LOSS_HIT,-851.4,70.01,-921.41,-0.0864,86700.05
FINNIFTY,FINNIFTY 26400 CE,2026-05-08T12:45:00,2026-05-08T13:00:00,15.0,CE,26400,1,60,176.82,161.53,176.82,STOP_LOSS_HIT,-917.4,71.75,-989.15,-0.0865,85710.9
FINNIFTY,FINNIFTY 26300 PE,2026-05-08T13:35:00,2026-05-08T13:50:00,15.0,PE,26300,1,60,157.24,143.65,157.24,STOP_LOSS_HIT,-815.4,69.04,-884.44,-0.0864,84826.46
FINNIFTY,FINNIFTY 26350 PE,2026-05-08T13:55:00,2026-05-08T14:10:00,15.0,PE,26350,1,60,152.65,139.46,155.6,STOP_LOSS_HIT,-791.4,68.4,-859.8,-0.0864,83966.66
FINNIFTY,FINNIFTY 26400 CE,2026-05-08T14:45:00,2026-05-08T14:50:00,5.0,CE,26400,1,60,173.49,158.49,173.49,STOP_LOSS_HIT,-900.0,71.29,-971.29,-0.0865,82995.37
FINNIFTY,FINNIFTY 26400 CE,2026-05-08T14:55:00,2026-05-08T15:00:00,5.0,CE,26400,1,60,166.03,151.68,166.03,STOP_LOSS_HIT,-861.0,70.27,-931.27,-0.0864,82064.1
FINNIFTY,FINNIFTY 26350 CE,2026-05-08T15:10:00,2026-05-08T15:15:00,5.0,CE,26350,1,60,183.06,209.05,237.02,TARGET_HIT,1559.4,77.25,1482.15,0.142,83546.25
FINNIFTY,FINNIFTY 25700 PE,2026-05-11T09:20:00,2026-05-11T09:40:00,20.0,PE,25700,1,60,150.05,137.08,150.05,STOP_LOSS_HIT,-778.2,68.04,-846.24,-0.0864,82700.01
FINNIFTY,FINNIFTY 25800 PE,2026-05-11T09:45:00,2026-05-11T09:50:00,5.0,PE,25800,1,60,151.32,138.24,151.32,STOP_LOSS_HIT,-784.8,68.21,-853.01,-0.0864,81847.0
FINNIFTY,FINNIFTY 25800 PE,2026-05-11T09:55:00,2026-05-11T10:00:00,5.0,PE,25800,1,60,153.08,139.84,153.08,STOP_LOSS_HIT,-794.4,68.47,-862.87,-0.0865,80984.13
FINNIFTY,FINNIFTY 25800 PE,2026-05-11T10:05:00,2026-05-11T10:10:00,5.0,PE,25800,1,60,148.35,135.52,148.35,STOP_LOSS_HIT,-769.8,67.8,-837.6,-0.0865,80146.53
FINNIFTY,FINNIFTY 26050 PE,2026-05-11T12:20:00,2026-05-11T12:25:00,5.0,PE,26050,1,60,147.72,134.95,147.72,STOP_LOSS_HIT,-766.2,67.71,-833.91,-0.0864,79312.62
FINNIFTY,FINNIFTY 26200 CE,2026-05-11T13:05:00,2026-05-11T13:10:00,5.0,CE,26200,1,60,181.37,165.69,181.37,STOP_LOSS_HIT,-940.8,72.4,-1013.2,-0.0865,78299.42
FINNIFTY,FINNIFTY 26150 CE,2026-05-11T13:15:00,2026-05-11T13:25:00,10.0,CE,26150,1,60,178.28,203.58,224.1,TARGET_HIT,1518.0,76.47,1441.53,0.1419,79740.95
FINNIFTY,FINNIFTY 26350 CE,2026-05-11T13:30:00,2026-05-11T13:45:00,15.0,CE,26350,1,60,169.54,154.89,174.41,STOP_LOSS_HIT,-879.0,70.75,-949.75,-0.0864,78791.2
FINNIFTY,FINNIFTY 26300 CE,2026-05-11T13:55:00,2026-05-11T14:10:00,15.0,CE,26300,1,60,161.92,184.91,192.23,TARGET_HIT,1379.4,73.79,1305.61,0.142,80096.81
FINNIFTY,FINNIFTY 26400 CE,2026-05-11T14:15:00,2026-05-11T14:30:00,15.0,CE,26400,1,60,170.82,179.8,193.07,STOP_LOSS_HIT,538.8,73.55,465.25,0.0526,80562.06
